CustomerID,Recency,Frequency,Monetary,Cluster
14054,215.0,1,92.46,2
14056,36.0,23,8214.65,1
14057,32.0,17,6217.96,1
14060,71.0,19,6140.42,1
14062,93.0,12,10464.85,1
14064,6.0,5,1353.74,1
14067,154.0,2,374.7,0
14071,122.0,8,1438.82,1
14073,153.0,1,151.04,0
14075,213.0,3,942.26,0
14076,306.0,1,122.47,2
14077,66.0,5,499.41999999999996,0
14078,67.0,6,1049.37,1
14079,156.0,1,375.1,0
14080,153.0,1,45.599999999999994,0
14081,70.0,2,934.52,0
14082,425.0,1,182.25,2
14083,38.0,9,1018.43,1
14085,99.0,18,4448.54,1
14087,152.0,1,194.42,0
14088,278.0,13,50491.81,1
14092,276.0,14,4076.91,1
14096,61.0,17,65164.79,1
14098,275.0,1,147.35,2
14099,33.0,11,3104.17,1
14102,243.0,5,1360.28,0
14104,126.0,2,216.20999999999998,0
14107,246.0,7,2703.23,1
14108,91.0,2,597.91,0
14110,2.0,12,5683.15,1
14111,7.0,4,692.85,0
14112,99.0,7,2915.15,1
14113,182.0,4,1840.42,0
14114,38.0,2,386.53,0
14116,64.0,5,1382.74,1
14121,31.0,4,2780.15,1
14125,30.0,3,2740.43,0
14126,302.0,3,706.1300000000001,2
14127,94.0,3,709.71,0
14128,62.0,2,637.5,0
14129,121.0,5,1123.8600000000001,0
14132,4.0,11,3586.0299999999997,1
14133,306.0,3,605.64,2
14135,40.0,15,4690.31,1
14138,121.0,2,982.3800000000001,0
14140,122.0,2,935.05,0
14141,31.0,4,915.13,0
14142,698.0,1,311.81,2
14145,187.0,4,3742.2,1
14146,333.0,5,4191.0,1
14149,281.0,1,446.62,2
14150,244.0,2,658.64,0
14156,1.0,55,117379.63,1
14159,216.0,11,4693.01,1
14161,128.0,3,1110.52,0
14163,65.0,4,2445.91,1
14165,99.0,1,122.53999999999999,0
14167,10.0,4,574.84,0
14171,305.0,1,363.79,2
14173,250.0,4,450.84,0
14174,183.0,1,134.46,0
14175,31.0,3,3222.3,1
14176,517.0,4,576.9000000000001,2
14177,216.0,4,559.41,0
14178,30.0,7,1620.93,1
14180,61.0,25,4748.52,1
14184,245.0,1,452.89,2
14185,10.0,1,197.65,0
14188,91.0,6,2054.36,1
14189,61.0,15,4654.08,1
14191,64.0,13,4684.76,1
14193,276.0,2,853.39,2
14194,31.0,21,11349.52,1
14195,341.0,2,1012.0,2
14199,220.0,1,185.39999999999998,2
14201,62.0,7,747.44,1
14204,152.0,1,161.03,0
14208,185.0,1,151.74,0
14209,40.0,6,2073.43,1
14210,254.0,6,1905.8400000000001,1
14211,246.0,9,2241.1,1
14212,32.0,1,1070.48,0
14214,91.0,5,1004.38,0
14215,188.0,6,1789.72,1
14216,182.0,4,1839.3,0
14217,40.0,17,2004.98,1
14219,213.0,1,89.94,2
14220,190.0,2,632.4,0
14221,254.0,9,3432.8,1
14223,124.0,3,991.13,0
14224,128.0,4,1050.12,0
14226,30.0,5,2232.19,1
14227,129.0,10,3350.96,1
14229,71.0,3,1547.2,0
14231,96.0,3,925.71,0
14232,188.0,5,2048.07,1
14233,6.0,4,1462.72,0
14234,91.0,4,775.46,0
14235,218.0,5,3144.86,1
14236,666.0,2,490.86,2
14237,698.0,1,161.0,2
14239,160.0,11,2380.85,1
14240,91.0,2,890.34,0
14241,96.0,1,213.70000000000002,0
14243,129.0,10,2588.77,1
14245,250.0,2,1693.45,0
14246,129.0,3,1474.06,0
14247,191.0,1,136.76999999999998,0
14250,32.0,3,1904.05,0
14251,121.0,5,2879.7000000000003,1
14256,425.0,2,969.0600000000001,2
14257,125.0,5,3099.7200000000003,1
14258,32.0,9,12669.98,1
14262,61.0,8,2618.23,1
14264,126.0,2,333.97,0
14270,10.0,1,492.65000000000003,0
14273,37.0,4,559.97,0
14276,5.0,3,1119.74,0
14277,36.0,3,4216.2,1
14282,122.0,15,3729.34,1
14284,91.0,2,595.25,0
14285,303.0,4,1910.01,2
14286,37.0,3,4628.75,1
14287,333.0,3,176.63,2
14288,67.0,1,426.6,0
14289,7.0,6,911.26,1
14290,276.0,5,2314.65,1
14291,33.0,11,3883.25,1
14292,2.0,9,4871.93,1
14293,162.0,4,1046.56,0
14297,62.0,4,1305.33,0
14298,91.0,44,51527.3,1
14299,1.0,9,3965.62,1
14304,340.0,1,383.45,2
14307,2.0,6,2995.72,1
14309,30.0,9,2352.53,1
14311,37.0,1,310.26,0
14312,38.0,6,1611.59,1
14315,126.0,6,2481.13,1
14317,184.0,1,508.58000000000004,0
14320,40.0,2,477.79,0
14321,71.0,5,1530.75,1
14326,37.0,1,183.85,0
14329,38.0,7,5014.84,1
14331,156.0,2,462.65999999999997,0
14332,245.0,3,866.31,0
14333,276.0,1,415.2,2
14334,69.0,8,2552.21,1
14335,246.0,2,468.26,2
14336,130.0,4,1614.91,0
14338,338.0,2,588.22,2
14339,37.0,1,309.52,0
14340,220.0,1,134.7,2
14341,128.0,8,2182.28,1
14342,122.0,4,668.5600000000001,0
14344,99.0,8,889.9300000000001,1
14345,334.0,1,108.97999999999999,2
14346,33.0,2,1021.58,0
14350,69.0,1,282.93,0
14352,38.0,4,1078.96,0
14353,128.0,1,90.6,0
14354,91.0,2,163.62,0
14355,455.0,1,174.4,2
14360,122.0,4,2128.23,1
14364,6.0,8,3717.35,1
14367,34.0,16,9261.52,1
14375,158.0,1,257.68,0
14377,339.0,2,617.05,2
14383,184.0,3,1247.69,0
14387,153.0,3,1770.56,0
14388,64.0,8,3212.84,1
14389,215.0,2,1043.46,0
14390,6.0,9,4652.82,1
14393,219.0,1,67.95,2
14395,61.0,9,3507.71,1
14396,215.0,2,487.99,0
14397,5.0,19,2612.96,1
14401,66.0,13,4051.48,1
14403,189.0,4,1475.81,0
14404,183.0,6,1474.32,1
14406,3.0,1,156.75,0
14407,130.0,6,2157.73,1
14408,185.0,7,2606.53,1
14409,94.0,6,2059.4500000000003,1
14410,124.0,9,1105.07,1
14411,312.0,1,1063.0,2
14413,364.0,1,122.7,2
14414,93.0,7,1496.98,1
14415,66.0,13,5900.28,1
14418,182.0,3,1937.25,0
14419,62.0,6,1058.06,1
14420,335.0,1,387.52,2
14421,6.0,2,813.11,0
14422,90.0,6,4263.64,1
14423,220.0,1,265.2,2
14426,130.0,10,4481.67,1
14427,154.0,2,363.34000000000003,0
14428,275.0,5,1244.83,0
14431,70.0,1,470.36,0
14432,32.0,6,2255.51,1
14434,62.0,6,1372.8,1
14436,305.0,1,89.06,2
14437,455.0,1,63.0,2
14438,192.0,1,131.9,0
14440,333.0,5,2357.6800000000003,2
14441,90.0,4,1712.89,0
14443,312.0,4,1420.2,2
14446,30.0,4,1039.58,0
14447,252.0,5,1163.23,0
14448,424.0,2,375.35,2
14449,160.0,4,907.1,0
14450,5.0,3,483.25,0
14451,62.0,2,662.59,0
14452,155.0,2,264.44,0
14453,308.0,1,119.93,2
14456,32.0,9,3062.4,1
14457,312.0,1,113.64,2
14459,157.0,1,1837.92,0
14460,312.0,3,434.34,2
14462,33.0,11,2004.02,1
14463,305.0,3,529.62,2
14465,70.0,3,1058.6200000000001,0
14466,61.0,7,2272.4,1
14472,65.0,8,1936.84,1
14473,311.0,2,234.34000000000003,2
14475,131.0,3,925.85,0
14477,127.0,4,1309.6,0
14479,455.0,2,316.25,2
14482,91.0,6,2068.15,1
14483,283.0,1,137.1,2
14485,334.0,1,165.75,2
14487,32.0,6,1196.33,1
14488,276.0,1,1064.28,2
14491,667.0,2,340.93,2
14493,91.0,5,2383.2400000000002,1
14495,64.0,2,123.8,0
14496,343.0,2,538.8100000000001,2
14497,284.0,1,475.37,2
14498,188.0,5,1957.32,1
14499,191.0,3,815.32,0
14500,2.0,3,356.85,0
14501,96.0,2,251.21,0
14502,183.0,11,2470.67,1
14503,182.0,6,3543.26,1
14504,68.0,4,673.26,0
14505,67.0,8,5905.64,1
14506,245.0,5,2012.17,1
14507,128.0,6,1383.18,1
14508,32.0,2,276.42,0
14511,124.0,5,1314.81,0
14512,219.0,2,275.28,0
14514,10.0,3,1055.35,0
14515,220.0,6,2102.09,1
14517,183.0,2,330.45,0
14518,184.0,1,174.37,0
14520,121.0,2,270.6,0
14522,124.0,4,974.54,0
14524,122.0,9,1867.68,1
14525,32.0,9,4332.2,1
14527,2.0,55,8508.82,1
14528,303.0,1,364.21999999999997,2
14529,62.0,3,620.04,0
14530,155.0,6,2925.91,1
14533,32.0,7,1949.72,1
14534,3.0,18,4447.05,1
14535,62.0,3,2864.19,1
14538,184.0,2,388.25,0
14540,284.0,3,996.26,2
14541,1.0,8,1461.65,1
14542,158.0,1,103.25,0
14543,30.0,16,3630.33,1
14546,221.0,5,2578.09,1
14547,182.0,8,4007.54,1
14548,4.0,2,652.8,0
14549,343.0,1,289.24,2
14552,34.0,1,165.07,0
14553,183.0,5,859.27,0
14555,70.0,2,324.14,0
14560,60.0,22,2237.77,1
14561,127.0,3,1080.76,0
14562,61.0,18,5074.77,1
14565,216.0,4,3099.12,1
14567,337.0,2,1530.3600000000001,2
14569,121.0,1,227.39,0
14570,252.0,2,218.06,2
14572,182.0,7,2832.84,1
14573,36.0,9,1653.42,1
14576,666.0,1,35.400000000000006,2
14577,364.0,4,859.71,2
14578,182.0,1,168.63,0
14583,158.0,5,1052.55,0
14584,95.0,4,1042.26,0
14586,130.0,1,237.36,0
14587,10.0,9,1601.14,1
14589,639.0,1,39.75,2
14591,67.0,4,1447.14,0
14592,183.0,3,570.46,0
14594,302.0,2,379.83,2
14595,92.0,6,1740.6,1
14597,339.0,2,883.15,2
14600,162.0,1,393.33000000000004,0
14603,69.0,1,660.0,0
14606,6.0,93,12156.65,1
14607,275.0,14,16569.5,1
14608,60.0,4,1785.15,0
14616,37.0,3,406.08000000000004,0
14618,193.0,3,553.44,0
14619,129.0,1,394.44,0
14620,342.0,2,412.78000000000003,2
14621,91.0,5,1788.3600000000001,1
14622,127.0,1,320.58000000000004,0
14623,153.0,5,889.25,0
14624,31.0,2,225.85,0
14626,94.0,4,2791.27,1
14628,37.0,2,671.96,0
14629,213.0,2,959.01,0
14636,275.0,2,609.85,2
14639,33.0,6,2984.49,1
14640,31.0,6,2125.08,1
14642,1.0,1,96.12,0
14644,276.0,2,830.76,2
14645,99.0,2,597.09,0
14646,3.0,73,280206.02,1
14649,36.0,4,1417.29,0
14651,6.0,2,654.6,0
14653,121.0,7,1947.55,1
14655,333.0,4,1932.23,2
14656,342.0,2,291.05,2
14657,156.0,4,848.22,0
14658,243.0,2,247.15,2
14659,189.0,9,2529.93,1
14662,30.0,4,771.17,0
14664,183.0,2,637.89,0
14665,32.0,5,1835.7,1
14667,69.0,25,9241.2,1
14669,7.0,3,1269.99,0
14670,252.0,2,411.53,2
14672,163.0,2,765.55,0
14673,182.0,5,1736.4,1
14676,122.0,6,2548.2400000000002,1
14680,64.0,16,28754.11,1
14681,6.0,3,498.95,0
14682,219.0,2,52.0,2
14684,128.0,5,1236.28,0
14688,4.0,21,5630.87,1
14690,34.0,2,371.7,0
14691,36.0,5,2114.33,1
14696,3.0,7,2078.95,1
14697,220.0,2,188.60999999999999,2
14698,121.0,5,1250.76,0
14699,97.0,1,109.13000000000001,0
14700,153.0,3,2235.3,0
14701,190.0,9,2549.37,1
14702,101.0,17,3292.14,1
14704,5.0,9,1546.91,1
14708,126.0,3,1126.37,0
14709,91.0,13,4921.04,1
14710,31.0,4,606.13,0
14711,93.0,11,2868.8,1
14712,61.0,3,917.07,0
14713,61.0,11,2666.36,1
14715,10.0,4,867.38,0
14719,62.0,5,1602.13,1
14720,32.0,3,663.81,0
14723,275.0,6,1158.3,0
14727,69.0,1,268.58,0
14729,698.0,1,313.49,2
14730,121.0,8,2005.06,1
14731,36.0,3,380.02,0
14732,2.0,8,2702.4900000000002,1
14733,40.0,12,9585.91,1
14735,182.0,32,6065.69,1
14737,182.0,3,1164.55,0
14738,6.0,7,1314.45,1
14739,185.0,7,3902.28,1
14740,342.0,3,1448.21,2
14741,667.0,6,1400.34,2
14744,31.0,7,1099.98,1
14745,127.0,5,1220.26,0
14747,251.0,1,328.2,2
14748,36.0,5,1415.75,1
14755,101.0,11,5010.28,1
14759,213.0,3,1625.97,0
14761,1.0,2,255.9,0
14765,60.0,3,254.11,0
14766,67.0,6,2473.37,1
14768,247.0,2,192.60000000000002,2
14769,152.0,8,10674.75,1
14775,1.0,3,1011.9,0
14776,219.0,11,2538.3,1
14778,247.0,2,730.86,0
14779,252.0,3,386.15,2
14788,302.0,2,679.4399999999999,2
14789,30.0,1,197.64,0
14790,3.0,4,745.06,0
14792,154.0,1,6.2,2
14794,91.0,7,1319.91,1
14796,34.0,17,8022.49,1
14798,312.0,3,173.74,2
14800,31.0,12,4339.74,1
14801,92.0,1,193.14,0
14803,99.0,3,845.55,0
14804,333.0,1,353.27,2
14808,65.0,8,2741.17,1
14810,101.0,11,2087.88,1
14813,578.0,2,155.43,2
14815,275.0,2,778.5,2
14817,161.0,2,1110.34,0
14819,184.0,2,272.07,0
14820,183.0,4,507.29,0
14821,486.0,1,48.800000000000004,2
14823,5.0,3,321.43,0
14824,93.0,4,1127.71,0
14825,32.0,12,2226.91,1
14828,163.0,3,2139.76,0
14829,61.0,4,697.55,0
14834,1.0,6,1720.3,1
14836,30.0,3,102.44999999999999,0
14837,32.0,4,1649.5,0
14841,31.0,6,3295.76,1
14842,216.0,4,2824.69,1
14844,7.0,4,3189.81,1
14849,3.0,25,7930.54,1
14850,343.0,1,325.75,2
14852,1.0,6,2836.69,1
14853,6.0,2,475.8,0
14854,69.0,7,2759.83,1
14855,3.0,2,645.65,0
14856,275.0,3,1311.3799999999999,2
14857,31.0,2,1173.12,0
14863,61.0,1,266.76,0
14865,302.0,2,52.2,2
14866,31.0,12,14389.9,1
14867,158.0,3,710.28,0
14868,33.0,8,2953.59,1
14869,333.0,2,725.7,2
14871,182.0,4,522.38,0
14878,5.0,9,1485.54,1
14880,158.0,3,706.19,0
14882,183.0,2,589.7,0
14883,6.0,6,761.59,0
14886,341.0,1,364.8,2
14889,163.0,1,135.9,0
14891,219.0,2,554.38,0
14895,61.0,20,11138.710000000001,1
14896,455.0,2,468.77000000000004,2
14897,2.0,4,1366.38,0
14898,70.0,6,1303.52,1
14901,2.0,9,1421.29,1
14903,156.0,5,2810.63,1
14904,152.0,2,1025.44,0
14905,218.0,2,616.15,0
14907,30.0,7,3501.1,1
14910,122.0,4,434.35,0
14911,1.0,201,143825.06,1
14912,160.0,2,867.85,0
14913,38.0,4,1227.43,0
14915,93.0,2,307.48,0
14916,155.0,4,1268.98,0
14918,126.0,2,1610.15,0
14920,36.0,2,977.77,0
14921,91.0,2,1316.07,0
14924,129.0,1,310.05,0
14929,152.0,1,223.88,0
14930,69.0,3,2372.86,0
14931,213.0,5,1257.68,0
14932,455.0,1,363.53,2
14934,311.0,2,1890.94,2
14936,99.0,8,8137.02,1
14937,337.0,3,1621.88,2
14944,61.0,12,5900.25,1
14947,337.0,2,290.82,2
14948,250.0,6,1101.97,0
14952,2.0,11,8099.49,1
14958,129.0,3,499.68,0
14959,128.0,4,695.42,0
14960,333.0,2,221.27,2
14961,93.0,9,7044.68,1
14963,96.0,5,1487.8,1
14964,190.0,1,206.21,0
14965,246.0,2,599.0,2
14968,91.0,1,147.59,0
14970,304.0,4,1592.06,2
14971,244.0,3,1116.57,0
14972,278.0,1,114.77,2
14974,303.0,1,114.39,2
14976,69.0,7,790.86,1
14981,160.0,1,102.12,0
14984,5.0,2,213.27,0
14987,455.0,2,326.4,2
14988,6.0,1,334.54,0
14995,252.0,2,233.23000000000002,2
14997,2.0,3,546.1999999999999,0
14998,7.0,2,429.87,0
15002,224.0,4,1641.76,0
15005,101.0,28,6316.57,1
15007,279.0,1,156.91,2
15010,244.0,1,308.94,2
15012,698.0,2,423.04,2
15017,183.0,1,125.58,0
15018,334.0,3,496.21000000000004,2
15021,187.0,9,1914.82,1
15023,130.0,11,6802.76,1
15024,30.0,10,1661.33,1
15025,183.0,1,377.01,0
15026,161.0,3,469.0,0
15027,91.0,4,1066.1499999999999,0
15028,333.0,4,627.13,2
15031,90.0,4,668.14,0
15032,486.0,3,4959.1,2
15033,125.0,10,2586.67,1
15034,30.0,8,4308.61,1
15035,32.0,1,252.73000000000002,0
15038,1.0,6,705.49,0
15039,71.0,47,19914.44,1
15043,122.0,1,537.0,0
15044,7.0,17,7700.2300000000005,1
15045,34.0,2,735.66,0
15046,70.0,15,5213.7699999999995,1
15048,215.0,4,384.05,0
15049,38.0,1,121.17000000000002,0
15051,4.0,3,1391.61,0
15053,187.0,3,697.79,0
15057,99.0,2,1489.5,0
15058,68.0,11,2124.9900000000002,1
15059,101.0,9,1337.72,1
15060,333.0,4,303.09,2
15061,6.0,48,54534.14,1
15062,189.0,4,987.86,0
15063,67.0,1,370.79999999999995,0
15065,303.0,4,3158.13,1
15067,311.0,3,1744.76,2
15070,667.0,1,106.2,2
15071,99.0,2,982.07,0
15073,158.0,3,1043.41,0
15078,94.0,32,9743.11,1
15079,36.0,4,895.61,0
15081,215.0,5,504.8,0
15087,283.0,1,306.94,2
15088,276.0,2,1160.07,2
15089,185.0,6,2420.84,1
15090,253.0,1,381.32,2
15091,276.0,1,480.71,2
15092,128.0,2,457.81,0
15093,224.0,6,4597.02,1
15097,213.0,1,248.08,2
15098,66.0,3,39916.5,1
15100,71.0,3,876.0,0
15101,333.0,2,317.53,2
15103,122.0,2,703.36,0
15104,311.0,2,1027.44,2
15105,276.0,7,2298.93,1
15106,6.0,5,1422.52,1
15107,40.0,6,319.5,0
15108,188.0,4,1300.25,0
15109,129.0,1,484.95,0
15110,217.0,4,996.1,0
15111,61.0,3,1567.48,0
15114,39.0,10,2760.56,1
15117,33.0,5,1551.78,1
15119,129.0,1,266.4,0
15123,302.0,2,2199.31,2
15124,339.0,2,184.19,2
15125,62.0,15,11528.48,1
15127,215.0,1,406.53,0
15128,62.0,4,1471.0,0
15129,217.0,11,3447.4,1
15133,39.0,3,982.42,0
15134,67.0,8,1387.99,1
15136,152.0,4,1286.7,0
15139,163.0,2,178.96,0
15144,1.0,17,6580.44,1
15145,212.0,4,1194.73,0
15150,153.0,10,5314.47,1
15152,62.0,13,4745.69,1
15153,122.0,1,329.25,0
15156,120.0,3,961.49,0
15157,126.0,3,1936.07,0
15159,32.0,30,18641.010000000002,1
15164,254.0,3,843.05,0
15165,698.0,1,487.75,2
15171,10.0,1,1289.5,0
15172,333.0,5,1624.05,2
15179,341.0,5,2206.95,2
15180,517.0,1,87.5,2
15181,245.0,3,689.4799999999999,0
15182,126.0,2,622.85,0
15184,61.0,2,406.76,0
15187,36.0,16,4777.18,1
15189,7.0,41,16225.39,1
15192,3.0,3,1044.32,0
15193,62.0,1,499.32,0
15194,122.0,15,7616.53,1
15195,152.0,1,3861.0,0
15197,341.0,3,1079.6100000000001,2
15198,124.0,2,193.64,0
15199,31.0,4,1268.7,0
15201,190.0,5,1236.54,0
15203,343.0,6,1827.8,2
15205,247.0,2,653.24,2
15206,99.0,4,420.29999999999995,0
15208,120.0,5,870.12,0
15211,62.0,2,894.4100000000001,0
15212,7.0,1,101.8,0
15214,37.0,8,1661.44,1
15215,246.0,3,734.94,0
15218,189.0,11,5756.89,1
15220,252.0,6,1778.96,1
15221,486.0,1,403.25,2
15223,251.0,2,755.75,2
15224,364.0,2,322.08,2
15226,312.0,1,154.41,2
15227,128.0,5,1219.4,0
15228,245.0,4,3386.71,1
15234,130.0,1,197.0,0
15235,160.0,12,2247.51,1
15237,121.0,4,1412.32,0
15238,61.0,3,1071.99,0
15240,7.0,5,1706.57,1
15241,96.0,8,1756.44,1
15244,215.0,2,631.57,0
15245,219.0,3,2515.84,0
15247,94.0,1,356.0,0
15249,3.0,13,6688.46,1
15251,4.0,11,10484.99,1
15252,96.0,2,740.78,0
15253,2.0,5,918.1999999999999,0
15254,247.0,1,300.36,2
15255,245.0,1,890.85,2
15257,342.0,1,317.15,2
15258,189.0,2,623.16,0
15260,188.0,7,1810.77,1
15264,184.0,1,393.74,0
15265,34.0,2,1506.1200000000001,0
15266,224.0,1,119.3,2
15267,1.0,5,1717.36,1
15270,39.0,7,2379.49,1
15271,5.0,15,2507.07,1
15274,213.0,2,716.57,0
15275,303.0,1,615.14,2
15276,245.0,1,135.31,2
15281,1.0,9,2332.15,1
15288,157.0,5,2306.52,1
15289,61.0,3,939.78,0
15290,122.0,18,7943.22,1
15291,5.0,15,4668.3,1
15296,36.0,6,3672.86,1
15297,61.0,3,641.94,0
15298,124.0,12,4799.9,1
15299,276.0,7,4507.01,1
15300,184.0,1,496.44,0
15301,219.0,12,5070.35,1
15304,62.0,8,694.4000000000001,1
15306,124.0,3,1174.35,0
15307,216.0,1,205.3,2
15308,69.0,1,310.47,0
15311,1.0,91,60767.9,1
15312,128.0,4,924.85,0
15315,184.0,2,570.5,0
15318,182.0,1,312.62,0
15319,342.0,1,204.5,2
15326,71.0,1,311.71,0
15330,62.0,2,714.96,0
15332,486.0,4,1661.06,2
15334,187.0,3,351.67,0
15339,245.0,2,574.07,2
15342,306.0,1,406.09,2
15344,90.0,3,563.94,0
15346,40.0,1,252.42000000000002,0
15347,486.0,1,201.60000000000002,2
15349,219.0,2,473.81,0
15350,698.0,1,115.65,2
15351,31.0,7,1960.1100000000001,1
15353,517.0,2,777.02,2
15355,61.0,2,277.05,0
15356,122.0,10,2766.5,1
15358,2.0,22,8347.2,1
15363,667.0,1,326.0,2
15364,216.0,2,913.19,0
15365,246.0,7,2314.32,1
15367,99.0,4,1877.59,0
15370,31.0,7,2386.05,1
15373,333.0,12,2415.91,1
15374,278.0,1,168.0,2
15376,340.0,3,1233.3600000000001,2
15379,99.0,7,3703.29,1
15380,333.0,5,1690.2600000000002,2
15381,67.0,2,596.85,0
15382,127.0,6,5955.71,1
15386,188.0,1,394.14,0
15392,2.0,4,1535.53,0
15393,283.0,2,231.86,2
15399,121.0,3,815.77,0
15400,124.0,5,716.2,0
15405,280.0,1,349.1,2
15406,39.0,2,510.71000000000004,0
15407,96.0,4,1056.44,0
15410,306.0,8,3450.84,1
15411,66.0,4,1358.88,0
15414,37.0,3,774.9000000000001,0
15416,156.0,4,3984.32,1
15421,1.0,4,950.36,0
15423,334.0,1,43.5,2
15426,183.0,5,1447.39,0
15427,183.0,3,1483.14,0
15433,67.0,2,533.3,0
15434,122.0,5,1041.48,0
15442,221.0,1,594.0,0
15443,121.0,7,3236.91,1
15449,158.0,3,974.52,0
15450,91.0,1,429.84,0
15452,61.0,3,538.73,0
15453,121.0,7,1388.37,1
15454,364.0,1,179.1,2
15456,342.0,3,447.22,2
15462,185.0,3,234.6,0
15463,61.0,1,126.14,0
15464,224.0,1,1048.85,0
15465,5.0,18,7354.62,1
15467,65.0,3,524.88,0
15469,33.0,2,538.55,0
15471,152.0,1,469.48,0
15473,1.0,7,1771.2,1
15482,274.0,12,11054.96,1
15483,338.0,4,233.81,2
15484,121.0,4,3594.31,1
15485,91.0,3,2575.0,0
15488,124.0,1,91.32000000000001,0
15489,6.0,3,1134.28,0
15491,216.0,6,3100.09,1
15492,30.0,2,659.4599999999999,0
15493,153.0,5,2001.8,1
15494,64.0,2,1299.23,0
15498,6.0,27,13316.4,1
15500,333.0,4,1131.56,2
15502,32.0,12,10384.93,1
15503,364.0,1,147.09,2
15505,157.0,5,3610.96,1
15508,250.0,6,1000.27,0
15511,334.0,5,909.23,2
15512,157.0,2,121.0,0
15513,6.0,19,14758.220000000001,1
15514,183.0,11,4139.46,1
15518,40.0,8,1942.45,1
15520,121.0,1,343.5,0
15521,36.0,8,3000.2,1
15522,153.0,2,398.84,0
15525,152.0,3,825.92,0
15526,183.0,2,148.44,0
15527,32.0,8,2429.78,1
15529,99.0,11,3995.23,1
15530,160.0,4,1502.35,0
15531,90.0,2,2007.44,0
15533,32.0,3,807.57,0
15539,302.0,1,538.46,2
15544,3.0,9,3546.71,1
15545,638.0,2,292.71999999999997,2
15547,32.0,14,4954.84,1
15549,218.0,3,1693.26,0
15550,39.0,4,575.63,0
15551,275.0,1,436.06,2
15552,189.0,1,90.12,2
15553,62.0,1,437.23,0
15554,161.0,1,217.2,0
15555,1.0,16,4805.17,1
15557,30.0,1,473.65000000000003,0
15561,128.0,4,800.59,0
15568,152.0,3,758.29,0
15569,40.0,5,1375.71,1
15570,70.0,12,4165.52,1
15571,183.0,4,650.4300000000001,0
15572,191.0,7,2552.86,1
15573,122.0,2,607.45,0
15574,667.0,4,702.25,2
15576,303.0,1,940.6700000000001,2
15577,34.0,3,258.88,0
15579,304.0,2,348.6,2
15581,33.0,13,3679.9700000000003,1
15582,281.0,3,682.9100000000001,2
15587,32.0,4,913.6800000000001,0
15589,312.0,3,478.53000000000003,2
15594,91.0,5,1771.78,1
15596,97.0,5,1406.59,1
15597,244.0,1,324.57,2
15601,32.0,14,6776.56,1
15602,30.0,9,1297.8700000000001,1
15605,32.0,5,1198.23,0
15606,3.0,9,2920.16,1
15607,163.0,1,104.76,0
15608,30.0,4,1093.68,0
15609,127.0,1,298.48,0
15611,101.0,13,1591.45,1
15612,92.0,2,195.15,0
15615,36.0,23,10399.74,1
15618,124.0,4,776.851,0
15620,281.0,3,1553.18,2
15621,213.0,4,1293.03,0
15622,311.0,9,3709.56,1
15625,337.0,4,1534.26,2
15628,66.0,9,2870.2400000000002,1
15632,64.0,8,3285.31,1
15636,32.0,2,724.76,0
15640,40.0,15,12515.66,1
15641,311.0,4,1887.2,2
15643,311.0,3,664.0,2
15646,160.0,3,447.64000000000004,0
15649,163.0,2,816.0,0
15651,275.0,3,646.3,2
15652,93.0,1,337.74,0
15653,124.0,2,877.4399999999999,0
15655,68.0,1,560.67,0
15656,281.0,4,748.5,2
15658,284.0,5,1024.1000000000001,2
15660,342.0,9,1600.86,1
15661,224.0,2,309.8,0
15665,68.0,2,2242.01,0
15668,189.0,1,76.32000000000001,2
15671,37.0,7,2657.13,1
15673,2.0,4,2881.02,1
15674,67.0,5,2446.6,1
15675,156.0,3,323.69,0
15676,244.0,3,3435.76,0
15679,66.0,4,781.28,0
15680,486.0,3,1333.68,2
15681,30.0,5,1426.16,1
15687,188.0,9,2993.1,1
15689,3.0,2,254.1,0
15690,213.0,2,239.76,0
15691,341.0,1,136.8,2
15692,30.0,1,191.04,0
15694,61.0,14,6479.4,1
15696,183.0,8,2736.46,1
15701,152.0,4,1542.14,0
15704,128.0,4,2293.62,1
15706,154.0,4,1060.56,0
15707,184.0,4,945.58,0
15708,101.0,7,3364.2400000000002,1
15709,342.0,1,133.25,2
15712,96.0,5,1072.3600000000001,0
15713,486.0,2,356.7,2
15716,578.0,4,1118.81,2
15719,153.0,13,5045.61,1
15722,219.0,5,2222.56,1
15723,425.0,1,203.1,2
15727,10.0,7,5178.96,1
15729,36.0,1,85.0,0
15730,124.0,3,1120.88,0
15732,36.0,2,294.12,0
15733,311.0,1,162.3,2
15737,37.0,8,1205.1200000000001,1
15738,96.0,16,4812.42,1
15739,245.0,1,449.12,2
15743,127.0,4,784.46,0
15745,183.0,4,1094.59,0
15747,33.0,3,974.04,0
15749,40.0,3,44534.3,1
15750,152.0,8,2465.48,1
15752,155.0,7,2637.38,1
15753,131.0,1,79.2,0
15754,160.0,3,458.57,0
15755,2.0,6,2364.25,1
15756,65.0,4,532.96,0
15757,189.0,2,714.42,0
15759,220.0,3,253.04,0
15762,215.0,2,583.75,0
15763,122.0,2,1086.92,0
15764,1.0,6,3279.97,1
15766,184.0,1,315.06,0
15769,91.0,26,56252.72,1
15773,243.0,1,635.6800000000001,2
15774,304.0,1,270.8,2
15775,129.0,1,104.9,0
15777,7.0,4,1047.11,0
15780,37.0,3,475.28000000000003,0
15781,162.0,3,345.46,0
15782,32.0,3,2614.7400000000002,0
